surname,first_name,Name,Recognized_CLIP via Disco,DD_study,Recognized_Stable V1,"SD V1
study",Tags,"Year of Death 
( if living)",User,sgl imgs,cards folder,batch #
Munthe,Gerhard,Gerhard Munthe,Yes,x,,,"art nouveau, symbolism",1929,sureailabs,x,x,6
Murakami,Takashi,Takashi Murakami,Yes,x,Yes,x,"pop art, anime, manga",,EErratica,x,x,2
Murata,Range,Range Murata,Yes,x,,,,,sureailabs,x,x,16
Muray,Nickolas,Nickolas Muray,Yes,x,,,"photography,",1965,sureailabs,x,x,13
Murciano,Patrice,Patrice Murciano,Yes,x,,,"colorful, vibrant, portrait",,sureailabs,x,x,7
Murillo,Bartolomé Esteban,Bartolomé Esteban Murillo,Yes,x,,,,1682,sureailabs,x,x,13
Musin,Sergey,Sergey Musin,Yes,x,,,,,sureailabs,x,x,11
Muth,Jon J,Jon J Muth,Yes,x,,,,,proximasan,x,x,12
Mutu,Wangechi,Wangechi Mutu,Yes,x,,,,,proximasan,x,x,11
Muybridge,Eadweard,Eadweard Muybridge,Yes,x,,,,1904,proximasan,x,x,11
Nagai,Go,Go Nagai,Yes,x,,,"manga, vibrant, portrait",,sureailabs,x,x,6
Nagai,Hiroshi,Hiroshi Nagai,Yes,x,Yes,x,"landscape, cityscape, vibrant, high contrast,",,sureailabs,x,x,3
Nagao,Yoh,Yoh Nagao,Yes,x,,,,,sureailabs,x,x,13
Nagel,Patrick,Patrick Nagel,Yes,x,,,"high contrast, pop art, portrait",1984,sureailabs,x,x,12
Nagy,Tibor,Tibor Nagy,Yes,x,,,"landscape, dark, impressionism, messy, realism",,sureailabs,x,x,6
Naismith,Scott,Scott Naismith,Yes,x,,,"vibrant, seascape, landscape, abstract",,EErratica,x,x,10
Najjar,Serge,Serge Najjar,Yes,x,,,"photography,",,sureailabs,x,x,12
Nan,Juliana,Juliana Nan,Yes,x,,,,,sureailabs,x,x,12
Nares,James,James Nares,Yes,x,Yes,x,abstract,,sureailabs,x,x,12
Nash,Paul,Paul Nash,Yes,x,,,,1946,sureailabs,x,x,11
Nasmith,Ted,Ted Nasmith,Yes,x,Yes,x,"fantasy, landscape, luminism, scene",,sureailabs,x,x,1
Nason,Pieter,Pieter Nason,Yes,x,,,,1688,sureailabs,x,x,11
Nast,Thomas,Thomas Nast,Yes,x,,,,1902,sureailabs,x,x,11
Nauck,Todd,Todd Nauck,Yes,x,Yes,x,"comics, character, sci-fi",,sureailabs,x,x,12
Nauman,Bruce,Bruce Nauman,Yes,x,,,,,sureailabs,x,x,12
Nay,Ernst Wilhelm,Ernst Wilhelm Nay,Yes,x,Yes,x,"expressionism, abstract, vibrant",1968,sureailabs,x,x,12
Neel,Alice,Alice Neel,Yes,x,,,"high contrast, portrait, expressionism",1984,sureailabs,x,x,4
Neer,Ildiko,Ildiko Neer,Yes,x,,,,,sureailabs,x,x,11
Neffati,Rimel,Rimel Neffati,Yes,x,,,,,sureailabs,x,x,11
Negley,Keith,Keith Negley,Yes,x,,,"vibrant, high contrast, collage",,sureailabs,x,x,10
Neiman,LeRoy,LeRoy Neiman,Yes,x,,,,2012,proximasan,x,x,12
Nelson,Kadir,Kadir Nelson,Yes,x,,,"melanin, portrait, scene",,sureailabs,x,x,11
Nelson,R. Kenton,R. Kenton Nelson,Yes,x,,,,,sureailabs,x,x,12
Nerdrum,Odd,Odd Nerdrum,Yes,x,Yes,x,"dark, scene, character, fantasy",,sureailabs,x,x,4
Neshat,Shirin,Shirin Neshat,Yes,x,,,,,sureailabs,x,x,12
Nesterov,Mikhail,Mikhail Nesterov,Yes,x,,,"scene, symbolism",1942,sureailabs,x,x,7
Neto,Ernesto,Ernesto Neto,Yes,x,,,,,sureailabs,x,x,12
Nevinson,C. R. W.,C. R. W. Nevinson,Yes,x,,,"high contrast, dark, angular, cubism",1946,sureailabs,x,x,8
Newland,Jane,Jane Newland,Yes,x,,,"vibrant, watercolor, nature",,sureailabs,x,x,9
Newman,Barnett,Barnett Newman,Yes,x,,,,1970,sureailabs,x,x,12
Newton,Helmut,Helmut Newton,Yes,x,,,"photography, monochromatic, scene",2004,sureailabs,x,x,6
Ngai,Victo,Victo Ngai,Yes,x,Yes,x,"detailed, vibrant, children's illustration, surrealism",,sureailabs,x,x,1
Nguyen,Dustin,Dustin Nguyen,Yes,x,,,"comics, watercolor",,sureailabs,x,x,6
Nguyen,Tran,Tran Nguyen,Yes,x,Yes,x,"portrait, surrealism",,sureailabs,x,x,12
Nicholson,Ben,Ben Nicholson,Yes,x,Yes,x,abstract,1982,sureailabs,x,x,12
Nicholson,William,William Nicholson,Yes,x,Yes,x,"still life, portrait, landscape",1949,sureailabs,x,x,12
Nickerson,Dee,Dee Nickerson,Yes,x,Yes,x,"primitivism, whimsical, landscape, scene",,sureailabs,x,x,12
Nicolle,Florian,Florian Nicolle,Yes,x,No,x,"watercolor, portrait, messy, collage",,sureailabs,x,x,12
Nielsen,Kay,Kay Nielsen,Yes,x,,,"art nouveau, detailed",1957,sureailabs,x,x,6
Niemeyer,Oscar,Oscar Niemeyer,Yes,x,,,,2012,sureailabs,x,x,11
Nihei,Tsutomu,Tsutomu Nihei,Yes,x,,,"manga, sci-fi, dark, monochromatic",,sureailabs,x,x,7
Nilsson,Bertil,Bertil Nilsson,Yes,x,,,"photography, high contrast, landscape",,sureailabs,x,x,8
Nirasawa,Yasushi,Yasushi Nirasawa,Yes,x,,,"fantasy, character, dark",2016,sureailabs,x,x,7
Nizovtsev,Victor,Victor Nizovtsev,Yes,x,Yes,x,"magic realism, vibrant, whimsical, fantasy",,EErratica,x,x,9
Noguchi,Isamu,Isamu Noguchi,Yes,x,,,,1988,sureailabs,x,x,11
Nolan,Sidney,Sidney Nolan,Yes,x,,,"landscape, surrealism, landscape, figurativism",1992,sureailabs,x,x,4
Noland,Kenneth,Kenneth Noland,Yes,x,,,,2010,proximasan,x,x,12
Nolde,Emil,Emil Nolde,Yes,x,,,"impressionism, colorful, dark",1956,sureailabs,x,x,4
Nolin,Catherine,Catherine Nolin,Yes,x,,,,,sureailabs,x,x,11
Nomura,Tetsuya,Tetsuya Nomura,Yes,x,,,"surrealism, scene",,sureailabs,x,x,13
Nordahl,David,David Nordahl,Yes,x,,,,,sureailabs,x,x,13
Nordqvist,Sven,Sven Nordqvist,Yes,x,,,"detailed, cartoon, children's illustration",,sureailabs,x,x,5
Norem,Earl,Earl Norem,Yes,x,Yes,x,"detailed, fantasy, dark",2015,sureailabs,x,x,4
North,Marianne,Marianne North,Yes,x,Yes,x,"nature, detailed",1890,EErratica,x,x,2
Norton,Andre,Andre Norton,Yes,x,,,,2005,sureailabs,x,x,13
Noto,Phil,Phil Noto,Yes,x,,,"comics, character, portrait",,sureailabs,x,x,8
Nouvel,Jean,Jean Nouvel,Yes,x,,,"architecture, angular, high contrast,",,sureailabs,x,x,10
O'Keeffe,Georgia,Georgia O'Keeffe,Yes,x,,,"figurativism, abstract, watercolor",1986,sureailabs,x,x,3
O'Neill,Terry,Terry O'Neill,Yes,x,,,,2019,sureailabs,x,x,13
Oakes,Terry,Terry Oakes,Yes,x,,,"fantasy, sci-fi, scene",,sureailabs,x,x,4
Obata,Takeshi,Takeshi Obata,Yes,x,,,"manga, detailed",,sureailabs,x,x,7
Ocampo,Octavio,Octavio Ocampo,Yes,x,Yes,x,"surrealism, realism, figurativism",,EErratica,x,x,9
Oda,Eiichiro,Eiichiro Oda,Yes,x,Yes,x,"manga, anime",,sureailabs,x,x,7
Ofili,Chris,Chris Ofili,Yes,x,,,"melanin, watercolor, expressionism",,proximasan,x,x,10
Ohara,Koson,Koson Ohara,Yes,x,Yes,x,"ukiyo-e, nature, flowers",1945,proximasan,x,x,7
Ohman,Jack,Jack Ohman,Yes,x,,,,,sureailabs,x,x,13
Ohrai,Noriyoshi,Noriyoshi Ohrai,Yes,x,Yes,x,"fantasy, sci-fi, detailed",2015,sureailabs,x,x,3
Oiticica,Helio,Helio Oiticica,Yes,x,,,"abstract, vibrant, angular, installation",1980,sureailabs,x,x,9
Ojala,Eiko,Eiko Ojala,Yes,x,,,,,sureailabs,x,x,12
Okamura,Tim,Tim Okamura,Yes,x,Yes,x,"portrait, graffiti, melanin, street art",,sureailabs,x,x,12
Okanoue,Toshiko,Toshiko Okanoue,Yes,x,Yes,x,,,proximasan,x,x,12
Okon,Marek,Marek Okon,Yes,x,,,"digital, sci-fi, dark",,sureailabs,x,x,7
Okubo,Naomi,Naomi Okubo,Yes,x,Yes,x,"vibrant, detailed, collage",,proximasan,x,x,10
Okuń,Edward,Edward Okuń,Yes,x,Yes,x,"symbolism, art nouveau, scene",1945,sureailabs,x,x,12
Oldenburg,Claes,Claes Oldenburg,Yes,x,,,,,proximasan,x,x,11
Olgiati,Valerio,Valerio Olgiati,Yes,x,,,,,sureailabs,x,x,11
Olley,Margaret,Margaret Olley,Yes,x,,,,2011,proximasan,x,x,11
Olschinsky,Atelier,Atelier Olschinsky,Yes,x,,,"cityscape, abstract, digital",,EErratica,x,x,9
Olsen,Greg,Greg Olsen,Yes,x,,,,,sureailabs,x,x,11
Opie,Julian,Julian Opie,Yes,x,,,,,sureailabs,x,x,11
Oppenheim,Méret,Méret Oppenheim,Yes,x,,,"photography, surrealism, textile",1985,sureailabs,x,x,3
Oprisco,Oleg,Oleg Oprisco,Yes,x,Yes,x,"photography, portrait, surrealism, flowers, scene",,proximasan,x,x,9
Orkin,Ruth,Ruth Orkin,Yes,x,,,"photography,",1985,sureailabs,x,x,12
Ormandy,Stephen,Stephen Ormandy,Yes,x,,,,,sureailabs,x,x,12
Orozco,José Clemente,José Clemente Orozco,Yes,x,,,"expressionism, realism, dark",1949,sureailabs,x,x,10
Orrico,Tony,Tony Orrico,Yes,x,,,,,sureailabs,x,x,12
Osbert,Alphonse,Alphonse Osbert,Yes,x,Yes,x,"low contrast, symbolism, impressionism, art nouveau",1939,sureailabs,x,x,9
OSGEMEOS,, OSGEMEOS,Yes,x,,,,,sureailabs,x,x,12
Oshii,Mamoru,Mamoru Oshii,Yes,x,,,,,sureailabs,x,x,12
Oszvald,Noell,Noell Oszvald,Yes,x,,,,,sureailabs,x,x,12
Otomo,Katsuhiro,Katsuhiro Otomo,Yes,x,Yes,x,"manga, anime, detailed",,sureailabs,x,x,7
Otomo,Shohei,Shohei Otomo,Yes,x,,,"high contrast, monochromatic,",,sureailabs,x,x,7
Ottley,Ryan,Ryan Ottley,Yes,x,,,,,sureailabs,x,x,12
Oum,Siya,Siya Oum,Yes,x,,,"comics, character",,sureailabs,x,x,7
Oursler,Tony,Tony Oursler,Yes,x,,,,,sureailabs,x,x,11
Outhwaite,Ida Rentoul,Ida Rentoul Outhwaite,Yes,x,,,"whimsical, children's illustration, art nouveau",1960,sureailabs,x,x,7
Outram,Steven,Steven Outram,Yes,x,Yes,x,"landscape, dark, romanticism",,sureailabs,x,x,11
Owens,Rick,Rick Owens,Yes,x,,,,,sureailabs,x,x,11
Oxer,William,William Oxer,Yes,x,,,,,sureailabs,x,x,12
Ozeri,Yigal,Yigal Ozeri,Yes,x,,,,,sureailabs,x,x,12
Pacheco,Gabriel,Gabriel Pacheco,Yes,x,,,,,sureailabs,x,x,16
Packard,Anne,Anne Packard,Yes,x,,,,,sureailabs,x,x,16
Paick,James,James Paick,Yes,x,,,"digital, landscape, fantasy, sci-fi",,sureailabs,x,x,7
Paik,Nam June,Nam June Paik,Yes,x,,,,2006,proximasan,x,x,12
Paine,Roxy,Roxy Paine,Yes,x,,,,,sureailabs,x,x,11
Palha,Rui,Rui Palha,Yes,x,,,,,sureailabs,x,x,11
Palmer,Walter Launt,Walter Launt Palmer,Yes,x,,,,1932,sureailabs,x,x,13
Palumbo,David,David Palumbo,Yes,x,Yes,x,"dark, character, figurativism",,sureailabs,x,x,7
Panter,Gary,Gary Panter,Yes,x,,,,,sureailabs,x,x,14
Panton,Verner,Verner Panton,Yes,x,,,,1998,sureailabs,x,x,13
Pantone,Felipe,Felipe Pantone,Yes,x,,,,,proximasan,x,x,11
Papapetrou,Polixeni,Polixeni Papapetrou,Yes,x,,,,2018,sureailabs,x,x,13
Paraskeva,Elena,Elena Paraskeva,Yes,x,,,,,sureailabs,x,x,11
Parker,Cornelia,Cornelia Parker,Yes,x,,,,,sureailabs,x,x,11
Parkes,Michael,Michael Parkes,Yes,x,Yes,x,"magic realism, fantasy, art nouveau",,sureailabs,x,x,7
Parkinson,Keith,Keith Parkinson,Yes,x,,,"fantasy, scene, detailed",2005,sureailabs,x,x,4
Parkinson,Norman,Norman Parkinson,Yes,x,,,,1990,sureailabs,x,x,13
Parks,Gordon,Gordon Parks,Yes,x,,,"melanin, photography, monochromatic",2006,sureailabs,x,x,9
Parmigianino,, Parmigianino,Yes,x,,,,1540,sureailabs,x,x,11
Parr,Martin,Martin Parr,Yes,x,,,,,sureailabs,x,x,11
Parreno,Philippe,Philippe Parreno,Yes,x,,,installation,,sureailabs,x,x,10
Parrish,Maxfield,Maxfield Parrish,Yes,x,Yes,x,"cloudscape, vibrant, art nouveau",1966,EErratica,x,x,4
Parry,Alan,Alan Parry,Yes,x,,,,,sureailabs,x,x,13
Parsons,Alfred,Alfred Parsons,Yes,x,,,"landscape, watercolor, realism",1920,sureailabs,x,x,7
Pascin,Jules,Jules Pascin,Yes,x,,,,1930,sureailabs,x,x,13
Pasmore,Victor,Victor Pasmore,Yes,x,,,,1998,sureailabs,x,x,12
Pasquini,Alice,Alice Pasquini,Yes,x,,,,,sureailabs,x,x,12
Patinir,Joachim,Joachim Patinir,Yes,x,,,,1524,sureailabs,x,x,12
Patrick,James McIntosh,James McIntosh Patrick,Yes,x,,,,1998,sureailabs,x,x,12
Pattnaik,Sudersan,Sudersan Pattnaik,Yes,x,,,,,sureailabs,x,x,12
Pawson,John,John Pawson,Yes,x,,,,,sureailabs,x,x,12
Peale,Charles Willson,Charles Willson Peale,Yes,x,,,,1827,sureailabs,x,x,11
Peale,Raphaelle,Raphaelle Peale,Yes,x,,,"still life, ",1825,sureailabs,x,x,8
Pearlstein,Philip,Philip Pearlstein,Yes,x,,,,,sureailabs,x,x,12
Pearson,Jason,Jason Pearson,Yes,x,,,,,sureailabs,x,x,12
Pechstein,Max,Max Pechstein,Yes,x,,,"expressionism, vibrant",1955,sureailabs,x,x,4
Peeters,Clara,Clara Peeters,Yes,x,,,,1657,sureailabs,x,x,13
Pei,Guo,Guo Pei,Yes,x,,,"fashion,",,sureailabs,x,x,10
Pellegrini,Pierre,Pierre Pellegrini,Yes,x,Yes,x,"monochromatic, photography, landscape",,sureailabs,x,x,12
Pelletier,Paul,Paul Pelletier,Yes,x,Yes,x,comics,,sureailabs,x,x,12
Pelton,Agnes Lawrence,Agnes Lawrence Pelton,Yes,x,Yes,x,"abstract, vibrant",1961,proximasan,x,x,1
Pemba,George,George Pemba,Yes,x,Yes,x,"realism, melanin, scene",2001,sureailabs,x,x,12
Penn,Irving,Irving Penn,Yes,x,Yes,x,"photography, monochromatic, portrait, character",2009,sureailabs,x,x,12
Pennington,Bruce,Bruce Pennington,Yes,x,Yes,x,"sci-fi, fantasy, vibrant, landscape",,sureailabs,x,x,1
Peploe,Samuel,Samuel Peploe,Yes,x,,,,1935,sureailabs,x,x,14
Perceval,John,John Perceval,Yes,x,,,"vibrant, messy, expressionism",2000,sureailabs,x,x,4
Percival,Anja,Anja Percival,Yes,x,,,,,sureailabs,x,x,12
Perez,Fabian,Fabian Perez,Yes,x,Yes,x,"dark, figurativism, realism, scene",,EErratica,x,x,9
Perez,George,George Perez,Yes,x,,,,2022,sureailabs,x,x,12
Permeke,Constant,Constant Permeke,Yes,x,,,"expressionism, ",1952,sureailabs,x,x,4
Perry,Grayson,Grayson Perry,Yes,x,,,"detailed, collage, pop art",,sureailabs,x,x,10
Perry,Lilla Cabot,Lilla Cabot Perry,Yes,x,,,,1933,sureailabs,x,x,12
Pesce,Gaetano,Gaetano Pesce,Yes,x,,,"architecture, vibrant,",,sureailabs,x,x,7
Peterson,Cleon,Cleon Peterson,Yes,x,Yes,x,"flat colors, clean, character",,proximasan,x,x,12
Peterssen,Eilif,Eilif Peterssen,Yes,x,,,,1928,sureailabs,x,x,11
Pether,Abraham,Abraham Pether,Yes,x,,,,1812,sureailabs,x,x,12
Petolas,Nikolina,Nikolina Petolas,Yes,x,,,"surrealism, magic realism,",,EErratica,x,x,9
Petrov-Vodkin,Kuzma,Kuzma Petrov-Vodkin,Yes,x,,,,1939,sureailabs,x,x,14
Pettibon,Raymond,Raymond Pettibon,Yes,x,,,,,sureailabs,x,x,16
Phillips,Coles,Coles Phillips,Yes,x,Yes,x,"art deco,",1927,EErratica,x,x,3
Phillips,Richard,Richard Phillips,Yes,x,,,,,sureailabs,x,x,16
Picabia,Francis,Francis Picabia,Yes,x,,,"cubism, expressionism, impressionism",1953,sureailabs,x,x,3
Picasso,Pablo,Pablo Picasso,Yes,x,,,"cubism, surrealism, impressionism",1973,sureailabs,x,x,3
Piccinini,Patricia,Patricia Piccinini,Yes,x,,,,,sureailabs,x,x,15
Pich,Sopheap,Sopheap Pich,Yes,x,,,,,sureailabs,x,x,15
Pieck,Anton,Anton Pieck,Yes,x,,,"whimsical, detailed, scene",1987,sureailabs,x,x,3
Piene,Otto,Otto Piene,Yes,x,,,,2014,sureailabs,x,x,15
Pieters,Nelleke,Nelleke Pieters,Yes,x,,,,,sureailabs,x,x,15
Pillon,Klaus,Klaus Pillon,Yes,x,,,,,proximasan,x,x,12
Pinchon,Robert Antoine,Robert Antoine Pinchon,Yes,x,,,"impressionism, landscape, fauvism",1943,sureailabs,x,x,4
Pindell,Howardena,Howardena Pindell,Yes,x,Yes,x,"collage, colorful, expressionism",,sureailabs,x,x,16
Pinke,Veronika,Veronika Pinke,Yes,x,,,,,sureailabs,x,x,16
Pinkney,Jerry,Jerry Pinkney,Yes,x,,,,2021,sureailabs,x,x,14
Pinter,Ferenc,Ferenc Pinter,Yes,x,,,,2008,proximasan,x,x,12
Pinturicchio,, Pinturicchio,Yes,x,,,,1513,sureailabs,x,x,14
Piot,Étienne Adolphe,Étienne Adolphe Piot,Yes,x,,,,1910,sureailabs,x,x,14
Piper,John,John Piper,Yes,x,,,,1992,sureailabs,x,x,13
Pippin,Horace,Horace Pippin,Yes,x,,,,1946,proximasan,x,x,11
Piranesi,Giovanni Battista,Giovanni Battista Piranesi,Yes,x,,,"architecture, detailed, monochromatic",1778,sureailabs,x,x,3
Piraro,Dan,Dan Piraro,Yes,x,,,,,proximasan,x,x,11
Pirner,Maximilian,Maximilian Pirner,Yes,x,,,"art nouveau, dark, symbolism",1924,sureailabs,x,x,9
Piskor,Ed,Ed Piskor,Yes,x,,,,,proximasan,x,x,12
Pissarro,Camille,Camille Pissarro,Yes,x,,,"impressionism, landscape, streetscape",1903,sureailabs,x,x,3
Pissarro,Lucien,Lucien Pissarro,Yes,x,,,,1944,sureailabs,x,x,13
Pistoletto,Michelangelo,Michelangelo Pistoletto,Yes,x,,,,,sureailabs,x,x,16
Pitre,John,John Pitre,Yes,x,,,"surrealism, magic realism, scene",,sureailabs,x,x,11
Plensa,Jaume,Jaume Plensa,Yes,x,,,"sculpture, high contrast",,sureailabs,x,x,10
Plock,Ferris,Ferris Plock,Yes,x,,,,,sureailabs,x,x,16
Ploog,Mike,Mike Ploog,Yes,x,Yes,,,,sureailabs,x,x,14
Plowden,David,David Plowden,Yes,x,,,"photography,",,sureailabs,x,x,15
Point,Armand,Armand Point,Yes,x,,,,1932,sureailabs,x,x,13
Poiret,Paul,Paul Poiret,Yes,x,,,,1944,sureailabs,x,x,13
Polacco,Patricia,Patricia Polacco,Yes,x,,,"children's illustration,",,sureailabs,x,x,7
Pollock,Jackson,Jackson Pollock,Yes,x,Yes,x,"abstract, messy, expressionism",1956,sureailabs,x,x,1
Pongiluppi,Guillem H.,Guillem H. Pongiluppi,Yes,x,,,,,sureailabs,x,x,15
Pontormo,, Pontormo,Yes,x,,,,1557,proximasan,x,x,11
Ponzi,Emiliano,Emiliano Ponzi,Yes,x,Yes,x,,,proximasan,x,x,12
Poons,Larry,Larry Poons,Yes,x,,,,,sureailabs,x,x,15
Popova,Lyubov,Lyubov Popova,Yes,x,Yes,x,"cubism, abstract",1924,proximasan,x,x,2
Porter,Fairfield,Fairfield Porter,Yes,x,,,,1975,sureailabs,x,x,15
Portinari,Candido,Candido Portinari,Yes,x,Yes,x,"expressionism, scene",1962,sureailabs,x,x,4
Potocki,Gail,Gail Potocki,Yes,x,,,,,sureailabs,x,x,15
Potter,Beatrix,Beatrix Potter,Yes,x,Yes,x,"whimsical, watercolor, children's illustration",1943,EErratica,x,x,4
Potter,Paulus,Paulus Potter,Yes,x,Yes,x,"landscape, baroque, scene",1654,sureailabs,x,x,8
Potthast,Edward Henry,Edward Henry Potthast,Yes,x,,,,1927,sureailabs,x,x,15
Pousette-Dart,Richard,Richard Pousette-Dart,Yes,x,,,,1992,sureailabs,x,x,14
Poussin,Nicolas,Nicolas Poussin,Yes,x,,,,1665,sureailabs,x,x,14
Poynter,Edward,Edward Poynter,Yes,x,,,,1919,sureailabs,x,x,14
Pradier,James,James Pradier,Yes,x,,,,1852,sureailabs,x,x,14
Prager,Alex,Alex Prager,Yes,x,,,,,sureailabs,x,x,11
Pranckevicius,Gediminas,Gediminas Pranckevicius,Yes,x,Yes,x,"surrealism, whimsical, detailed",,KyrickYoung,x,x,1
Prendergast,Maurice,Maurice Prendergast,Yes,x,Yes,x,,1924,proximasan,x,x,12
Preston,Margaret,Margaret Preston,Yes,x,,,,1963,sureailabs,x,x,15
Procter,Dod,Dod Procter,Yes,x,Yes,x,"impressionism, portrait, scene",1972,sureailabs,x,x,8
Pugh,Gareth,Gareth Pugh,Yes,x,,,"fashion, angular, monochromatic",,sureailabs,x,x,10
Puryear,Martin,Martin Puryear,Yes,x,,,,,sureailabs,x,x,16
Putz,Leo,Leo Putz,Yes,x,,,,1940,sureailabs,x,x,16
Puvis de Chavannes,Pierre,Pierre Puvis de Chavannes,Yes,x,Yes,x,"symbolism, low contrast",1898,sureailabs,x,x,7
Pyle,Howard,Howard Pyle,Yes,x,,,"art nouveau, scene",1911,sureailabs,x,x,7
Quesada,Joe,Joe Quesada,Yes,x,,,,,sureailabs,x,x,11
Quilty,Ben,Ben Quilty,Yes,x,,,,,sureailabs,x,x,11
Quinn,Marc,Marc Quinn,Yes,x,,,,,sureailabs,x,x,11
Quitely,Frank,Frank Quitely,Yes,x,,,,,sureailabs,x,x,11
Rackham,Arthur,Arthur Rackham,Yes,x,,,"art nouveau, dark, scene",1939,sureailabs,x,x,4
Rader,Paul,Paul Rader,Yes,x,,,,1938,sureailabs,x,x,11
Raeburn,Henry,Henry Raeburn,Yes,x,,,,1823,sureailabs,x,x,11
Rahon,Alice,Alice Rahon,Yes,x,,,"abstract, expressionism, figurativism,",1987,sureailabs,x,x,3
Rak,Martin,Martin Rak,Yes,x,Yes,x,"photography, landscape",,sureailabs,x,x,12
Rand,Paul,Paul Rand,Yes,x,,,,1996,sureailabs,x,x,12
Ranson,Paul,Paul Ranson,Yes,x,Yes,x,"abstract, vibrant, art nouveau",1909,sureailabs,x,x,7
Raphael,, Raphael,Yes,x,,,renaissance,1520,sureailabs,x,x,3
Rauschenberg,Robert,Robert Rauschenberg,Yes,x,Yes,x,"collage, abstract",2008,sureailabs,x,x,1
Ravilious,Eric,Eric Ravilious,Yes,x,Yes,x,,1942,sureailabs,x,x,11
Ray,Man,Man Ray,Yes,x,,-,"monochromatic, high contrast",1976,sureailabs,x,x,3
Razell,Aliza,Aliza Razell,Yes,x,Yes,x,"photography, fantasy, surrealism",,sureailabs,x,x,11
Rea,Joel,Joel Rea,Yes,x,Yes,x,"surrealism, landscape, scene",,sureailabs,x,x,11
Redlin,Terry,Terry Redlin,Yes,x,Yes,x,"landscape, luminism, nature",2016,sureailabs,x,x,13
Redmond,Granville,Granville Redmond,Yes,x,Yes,x,"landscape, impressionism",1935,proximasan,x,x,11
Redon,Odilon,Odilon Redon,Yes,x,Yes,x,"impressionism, symbolist, low contrast",1916,EErratica,x,x,4
Redondo,Vicente Romero,Vicente Romero Redondo,Yes,x,Yes,x,"figurativism, scene",,sureailabs,x,x,13
Reggianini,Vittorio,Vittorio Reggianini,Yes,x,Yes,x,"scene, renaissance",1938,sureailabs,x,x,13
Rego,Paula,Paula Rego,Yes,x,Yes,x,"scene, portrait",2022,sureailabs,x,x,11
Reiffel,Charles,Charles Reiffel,Yes,x,,-,,1942,sureailabs,x,x,11
Rekunenko,Valentin,Valentin Rekunenko,Yes,x,Yes,x,"scene, detailed, fantasy, surrealism",,sureailabs,x,x,11
Remington,Frederic,Frederic Remington,Yes,x,,-,"impressionism, realism, scene, horses",1909,sureailabs,x,x,9
Remnev,Andrey,Andrey Remnev,Yes,x,Yes,x,"baroque, renaissance, portrait, character",,sureailabs,x,x,12
Reni,Guido,Guido Reni,Yes,x,,-,,1642,sureailabs,x,x,12
Renoir,Pierre-Auguste,Pierre-Auguste Renoir,Yes,x,,-,"impressionism, realism, portrait, scene",1919,sureailabs,x,x,3
Renshaw,David,David Renshaw,Yes,x,,-,,,sureailabs,x,x,12
Repin,Ilya,Ilya Repin,Yes,x,Yes,x,"realism, scene, portrait, impressionism",1930,KyrickYoung,x,x,2
Ressia,Romina,Romina Ressia,Yes,x,,,,,sureailabs,x,x,12
Restout the Younger,Jean,Jean Restout the Younger,Yes,x,,,,1768,sureailabs,x,x,12
Reuss,John,John Reuss,Yes,x,Yes,x,"surrealism, figurativism",,sureailabs,x,x,12
Rew,Stephanie,Stephanie Rew,Yes,x,No,x,"portrait, figurativism, realism",,sureailabs,x,x,12
Reynolds,Joshua,Joshua Reynolds,Yes,x,Yes,x,"portrait, romanticism",1792,sureailabs,x,x,12
RHADS,, RHADS,Yes,x,Yes,x,"digital, surrealism, landscape, vibrant",,KyrickYoung,x,x,2
Rhead,Louis,Louis Rhead,Yes,x,Yes,x,"art nouveau, detailed",1926,sureailabs,x,x,8
Rhodan,Perry,Perry Rhodan,Yes,x,,,,,sureailabs,x,x,16
Ribemont-Dessaignes,Georges,Georges Ribemont-Dessaignes,Yes,x,,-,,1974,sureailabs,x,x,12
Richards,William Trost,William Trost Richards,Yes,x,,-,,1905,sureailabs,x,x,11
Richter,Gerhard,Gerhard Richter,Yes,x,,-,"abstract, realism",,proximasan,x,x,5
Riddell,Chris,Chris Riddell,Yes,x,Yes,x,"cartoon, children's illustration, watercolor",,sureailabs,x,x,12
Rigaud,Hyacinthe,Hyacinthe Rigaud,Yes,x,,-,"baroque, portrait",1743,sureailabs,x,x,9
Rigney,Brad,Brad Rigney,Yes,x,Yes,x,"scene, fantasy, character, dark",,sureailabs,x,x,12
Riley,Bridget,Bridget Riley,Yes,x,Yes,x,"abstract, monochromatic, colorful, angular",,sureailabs,x,x,12
Ringgold,Faith,Faith Ringgold,Yes,x,,,"melanin, pop art, abstract, expressionism,",,sureailabs,x,x,8
Riopelle,Jean-Paul,Jean-Paul Riopelle,Yes,x,,,"abstract, expressionism",2002,sureailabs,x,x,8
Ríos,Emma,Emma Ríos,Yes,x,,,,,proximasan,x,x,12
Rippl-Rónai,József,József Rippl-Rónai,Yes,x,,,,1927,sureailabs,x,x,11
Rist,Pipilotti,Pipilotti Rist,Yes,x,,,"vibrant, colorful, installation",,proximasan,x,x,10
Ritts,Herb,Herb Ritts,Yes,x,,,,2002,sureailabs,x,x,13
Rive,Max,Max Rive,Yes,x,,,,,sureailabs,x,x,16
Rivera,Diego,Diego Rivera,Yes,x,Yes,x,"cubism, impressionism, primitivism",1957,KyrickYoung,x,x,1
Rivière,Briton,Briton Rivière,Yes,x,,,"impressionism, romanticism, scene",1920,sureailabs,x,x,10
